time,dim_0,y,x,spatial_ref,coastal,blue,green,red,rededge1,rededge2,rededge3,nir,nir08,nir09,swir16,swir22,scl,aot,wvp,geometry,es_incendio
2022-12-04 14:52:02.051,53,6326625.0,299415.0,32719,399,605,868,1262,1577,2131,2402,2621,2696,2683,3040,2201,5,83,1095,POINT (299415 6326625),0
2022-12-04 14:52:02.051,54,6324105.0,303435.0,32719,425,547,742,1061,1433,1957,2239,2473,2577,2625,3390,2236,5,141,1082,POINT (303435 6324105),0
2022-12-04 14:52:02.051,55,6326205.0,302685.0,32719,477,567,774,1073,1382,1666,1704,1834,1873,2071,3132,2293,5,146,1218,POINT (302685 6326205),1
2022-12-04 14:52:02.051,56,6326085.0,300465.0,32719,605,1113,1820,2723,2759,3131,3384,3517,3462,2268,4337,3126,5,145,1282,POINT (300465 6326085),1
2022-12-04 14:52:02.051,57,6325695.0,301545.0,32719,295,375,528,523,805,1463,1653,1779,1825,1820,2014,1380,4,146,1094,POINT (301545 6325695),1
2022-12-04 14:52:02.051,58,6327105.0,298395.0,32719,450,570,756,1109,1446,1687,1885,2121,2277,2326,3679,2478,5,84,1075,POINT (298395 6327105),0
2022-12-04 14:52:02.051,59,6324825.0,301275.0,32719,342,577,762,991,1204,1770,1968,2256,2212,2141,2352,1557,5,147,1236,POINT (301275 6324825),1
2022-12-04 14:52:02.051,60,6325575.0,298515.0,32719,561,574,777,1002,1454,2147,2392,2537,2655,2638,2790,1951,5,81,1009,POINT (298515 6325575),0
2022-12-04 14:52:02.051,61,6324165.0,304425.0,32719,453,589,796,1171,1410,1758,1965,2149,2223,2367,2669,1860,5,139,973,POINT (304425 6324165),0
2022-12-04 14:52:02.051,62,6327135.0,301995.0,32719,721,846,1184,1737,2300,2375,2734,2942,3089,3103,4148,2900,5,148,1276,POINT (301995 6327135),0
2022-12-04 14:52:02.051,63,6327345.0,300045.0,32719,375,584,824,1139,1435,1899,2062,2159,2192,2211,3095,2211,5,144,1121,POINT (300045 6327345),0
2022-12-04 14:52:02.051,64,6326955.0,298035.0,32719,460,499,694,854,1307,1776,2037,2187,2311,2262,3023,2043,5,84,1095,POINT (298035 6326955),0
2022-12-04 14:52:02.051,65,6322395.0,298485.0,32719,424,705,967,1088,1304,1935,2245,2262,2457,2472,2140,1404,5,85,1248,POINT (298485 6322395),0
2022-12-04 14:52:02.051,66,6326475.0,305055.0,32719,284,239,384,305,695,1737,2025,2173,2238,2213,1743,1048,4,145,1152,POINT (305055 6326475),0
2022-12-04 14:52:02.051,67,6323895.0,299535.0,32719,326,368,583,561,1014,2227,2630,2890,2945,2685,1867,1085,4,84,1262,POINT (299535 6323895),1
2022-12-04 14:52:02.051,68,6324585.0,300075.0,32719,502,522,700,963,1289,1767,2031,2267,2391,2413,3266,2032,5,151,1125,POINT (300075 6324585),1
2022-12-04 14:52:02.051,69,6322785.0,299805.0,32719,419,522,709,939,1225,1639,1823,1917,2072,2235,2535,1665,5,83,1107,POINT (299805 6322785),0
2022-12-04 14:52:02.051,70,6322155.0,299355.0,32719,414,470,622,704,1008,1538,1776,1877,2018,1985,2379,1672,5,82,1062,POINT (299355 6322155),0
2022-12-04 14:52:02.051,71,6322755.0,300915.0,32719,374,593,778,1174,1432,1787,2035,2292,2399,2234,2963,1949,5,146,1103,POINT (300915 6322755),0
2022-12-04 14:52:02.051,72,6324735.0,305025.0,32719,332,573,831,1210,1486,1956,2307,2564,2632,2523,2958,1831,5,145,1156,POINT (305025 6324735),0
2022-12-04 14:52:02.051,73,6324555.0,301245.0,32719,387,532,680,820,1083,1637,1892,2040,2132,2146,2483,1693,5,147,1071,POINT (301245 6324555),1
2022-12-04 14:52:02.051,74,6323775.0,299865.0,32719,448,569,760,1023,1350,1801,2032,2182,2336,2555,2862,1913,5,84,1123,POINT (299865 6323775),1
2022-12-04 14:52:02.051,75,6327345.0,299115.0,32719,499,635,893,1096,1490,2064,2243,2533,2532,2492,2768,1948,5,84,1224,POINT (299115 6327345),0
2022-12-04 14:52:02.051,76,6326565.0,303045.0,32719,434,709,942,1290,1532,1918,2100,2258,2382,2380,2740,1899,5,149,1298,POINT (303045 6326565),1
2022-12-04 14:52:02.051,77,6322875.0,300735.0,32719,413,529,669,881,1141,1442,1656,1785,1874,1918,2571,1869,5,147,1050,POINT (300735 6322875),0
2022-12-04 14:52:02.051,78,6325425.0,299595.0,32719,753,852,1154,1651,1996,2332,2514,2405,2468,2601,3760,2831,5,81,1021,POINT (299595 6325425),1
2022-12-04 14:52:02.051,79,6326235.0,297975.0,32719,473,630,863,1264,1535,1912,2212,2446,2576,2497,3065,2101,5,83,1105,POINT (297975 6326235),0
2022-12-04 14:52:02.051,80,6323895.0,298305.0,32719,416,544,766,1123,1393,1707,1944,2098,2264,2374,2756,1818,5,85,1076,POINT (298305 6323895),1
2022-12-04 14:52:02.051,81,6324345.0,298815.0,32719,481,646,872,1164,1502,1941,2200,2338,2447,2306,3047,2093,5,83,1238,POINT (298815 6324345),1
2022-12-04 14:52:02.051,82,6326295.0,298965.0,32719,407,441,580,722,939,1241,1470,1568,1669,2066,2234,1550,5,83,904,POINT (298965 6326295),0
2022-12-04 14:52:02.051,83,6326835.0,303525.0,32719,377,584,767,1127,1376,1687,1919,2073,2148,2192,2794,1980,5,146,1160,POINT (303525 6326835),1
2022-12-04 14:52:02.051,84,6322635.0,304485.0,32719,420,534,702,885,1145,1566,1759,1824,1933,2206,2215,1627,5,133,883,POINT (304485 6322635),1
2022-12-04 14:52:02.051,85,6327525.0,303645.0,32719,391,544,724,1006,1205,1496,1676,1838,1899,2078,2795,2051,5,148,1119,POINT (303645 6327525),1
2022-12-04 14:52:02.051,86,6327045.0,300615.0,32719,393,465,629,766,1038,1463,1690,1767,1883,2067,2612,1849,5,143,1052,POINT (300615 6327045),1
2022-12-04 14:52:02.051,87,6322995.0,300345.0,32719,491,604,872,1415,1768,1992,2193,2399,2554,2583,3636,2523,5,148,1198,POINT (300345 6322995),0
2022-12-04 14:52:02.051,88,6322545.0,300825.0,32719,403,549,771,1170,1441,1706,1862,2084,2186,2260,2739,1838,5,146,956,POINT (300825 6322545),0
2022-12-04 14:52:02.051,89,6326925.0,304815.0,32719,295,323,448,463,755,1373,1543,1667,1675,1612,1907,1353,4,140,1003,POINT (304815 6326925),0
2022-12-04 14:52:02.051,90,6325215.0,304035.0,32719,495,836,1113,1640,1927,2266,2562,2862,2884,2646,3974,2716,5,146,1196,POINT (304035 6325215),0
2022-12-04 14:52:02.051,91,6325785.0,298815.0,32719,549,915,1369,2018,2360,2615,2805,2940,2901,2771,4159,3029,5,81,1058,POINT (298815 6325785),0
2022-12-04 14:52:02.051,92,6323235.0,302205.0,32719,424,587,761,961,1285,1851,2037,2166,2292,2278,2759,1974,5,137,1031,POINT (302205 6323235),0
2022-12-04 14:52:02.051,93,6322995.0,300345.0,32719,491,604,872,1415,1768,1992,2193,2399,2554,2583,3636,2523,5,148,1198,POINT (300345 6322995),0
2022-12-04 14:52:02.051,94,6322335.0,304095.0,32719,502,815,1050,1282,1568,2177,2409,2615,2683,2453,2857,2254,5,130,987,POINT (304095 6322335),0
2022-12-04 14:52:02.051,95,6324435.0,299175.0,32719,378,466,648,796,1084,1585,1812,1924,2013,2185,2509,1664,5,83,990,POINT (299175 6324435),1
2022-12-04 14:52:02.051,96,6323535.0,299955.0,32719,413,504,704,857,1226,1737,2007,2209,2278,2446,2606,1649,5,84,1176,POINT (299955 6323535),0
2022-12-04 14:52:02.051,97,6327285.0,303555.0,32719,332,491,683,1003,1258,1571,1723,1909,2004,1980,2585,1727,5,146,1069,POINT (303555 6327285),1
2022-12-04 14:52:02.051,98,6326415.0,302145.0,32719,383,425,532,647,867,1300,1486,1585,1685,1908,2055,1438,5,146,941,POINT (302145 6326415),1
2022-12-04 14:52:02.051,99,6325695.0,304305.0,32719,338,488,659,965,1287,1862,2044,2192,2347,2291,2326,1606,5,147,1158,POINT (304305 6325695),0
2022-12-09 14:52:05.070,0,6327645.0,299625.0,32719,446,425,689,736,1175,2033,2331,2447,2583,2645,2666,1691,4,90,1560,POINT (299625 6327645),0
2022-12-09 14:52:05.070,1,6323535.0,299985.0,32719,415,547,811,1170,1462,1852,2092,2230,2460,2459,2816,1818,5,90,1480,POINT (299985 6323535),0
2022-12-09 14:52:05.070,2,6324855.0,298305.0,32719,333,351,519,488,809,1666,2024,2037,2278,2482,1990,1225,4,89,1468,POINT (298305 6324855),0
2022-12-09 14:52:05.070,3,6326835.0,300195.0,32719,554,589,883,1192,1568,2145,2341,2461,2501,2495,3029,2139,5,122,1313,POINT (300195 6326835),0
2022-12-09 14:52:05.070,4,6322815.0,299055.0,32719,479,606,876,1324,1575,1895,2154,2301,2482,2666,3266,1979,5,90,1362,POINT (299055 6322815),0
2022-12-09 14:52:05.070,5,6323715.0,303975.0,32719,455,512,768,1096,1373,1739,1910,2079,2231,2413,2856,1937,5,118,968,POINT (303975 6323715),1
2022-12-09 14:52:05.070,6,6327225.0,302835.0,32719,542,599,917,1298,1718,2080,2382,2525,2772,2636,3372,2256,5,127,1352,POINT (302835 6327225),0
2022-12-09 14:52:05.070,7,6324705.0,299505.0,32719,408,466,618,756,1063,1436,1605,1695,1835,1981,2414,1636,5,88,1407,POINT (299505 6324705),1
2022-12-09 14:52:05.070,8,6323625.0,298545.0,32719,504,573,868,1306,1619,2031,2236,2455,2621,2856,3150,1996,5,90,1460,POINT (298545 6323625),1
2022-12-09 14:52:05.070,9,6325485.0,304605.0,32719,468,765,1103,1505,1918,2684,3041,3387,3448,3227,3163,1957,5,125,1499,POINT (304605 6325485),0
2022-12-09 14:52:05.070,10,6327345.0,300345.0,32719,540,496,739,926,1270,1859,2058,2128,2239,2156,2659,1778,5,121,1443,POINT (300345 6327345),0
2022-12-09 14:52:05.070,11,6322665.0,301815.0,32719,430,476,718,1115,1400,1622,1838,1960,2119,2158,2835,1967,5,117,984,POINT (301815 6322665),0
2022-12-09 14:52:05.070,12,6327525.0,303465.0,32719,417,515,759,1073,1389,1723,1888,1986,2160,2127,2913,2051,5,126,1409,POINT (303465 6327525),0
2022-12-09 14:52:05.070,13,6325035.0,298935.0,32719,588,632,896,1170,1598,2066,2331,2319,2594,2553,3318,2280,5,86,1303,POINT (298935 6325035),0
2022-12-09 14:52:05.070,14,6322215.0,299625.0,32719,427,559,845,1304,1612,1889,2087,2185,2307,2320,2985,2104,5,87,1370,POINT (299625 6322215),0
2022-12-09 14:52:05.070,15,6323535.0,304725.0,32719,402,571,839,1248,1532,1843,2012,2171,2289,2251,2891,1966,5,117,1064,POINT (304725 6323535),0
2022-12-09 14:52:05.070,16,6326265.0,299445.0,32719,433,460,707,1047,1416,1841,2041,2141,2353,2464,3185,2063,5,87,1210,POINT (299445 6326265),0
2022-12-09 14:52:05.070,17,6327195.0,304305.0,32719,477,604,870,1222,1533,1890,2076,2303,2438,2428,2784,1813,5,124,1344,POINT (304305 6327195),1
2022-12-09 14:52:05.070,18,6324885.0,302745.0,32719,406,563,831,1156,1448,1760,1951,2108,2238,2039,2745,1941,5,123,1214,POINT (302745 6324885),1
2022-12-09 14:52:05.070,19,6322395.0,301635.0,32719,501,538,755,937,1197,1617,1774,1928,2036,1985,2176,1589,2,118,952,POINT (301635 6322395),0
2022-12-09 14:52:05.070,20,6323475.0,299325.0,32719,454,622,900,1304,1610,1990,2271,2363,2594,2458,3252,2196,5,90,1411,POINT (299325 6323475),1
2022-12-09 14:52:05.070,21,6324675.0,300585.0,32719,522,562,808,1159,1519,1994,2162,2333,2568,2593,3270,2054,5,128,1374,POINT (300585 6324675),1
2022-12-09 14:52:05.070,22,6326715.0,300465.0,32719,733,1072,1469,1947,2205,2513,2553,2593,2643,2234,4081,2817,5,122,1393,POINT (300465 6326715),1
2022-12-09 14:52:05.070,23,6327285.0,300855.0,32719,537,634,941,1557,1955,2296,2368,2310,2365,2349,3362,2382,5,121,1529,POINT (300855 6327285),1
2022-12-09 14:52:05.070,24,6325935.0,299205.0,32719,490,499,788,1177,1609,2155,2386,2493,2622,2750,3203,2208,5,87,1278,POINT (299205 6325935),0
2022-12-09 14:52:05.070,25,6322215.0,298575.0,32719,640,768,1100,1555,2038,2511,2733,2870,3135,3106,3484,2309,5,91,1683,POINT (298575 6322215),0
2022-12-09 14:52:05.070,26,6326565.0,304905.0,32719,409,373,539,690,954,1382,1596,1674,1762,2077,2226,1558,5,123,1108,POINT (304905 6326565),0
2022-12-09 14:52:05.070,27,6326655.0,298785.0,32719,421,546,724,1081,1310,1592,1783,2037,2230,2199,3478,2103,5,89,1303,POINT (298785 6326655),0
2022-12-09 14:52:05.070,28,6326325.0,300045.0,32719,390,493,753,1138,1493,1944,2104,2207,2315,2156,3037,2278,5,123,1419,POINT (300045 6326325),0
2022-12-09 14:52:05.070,29,6326415.0,304815.0,32719,375,374,618,657,1144,1872,2075,2223,2347,2532,2256,1446,4,124,1305,POINT (304815 6326415),0
2022-12-09 14:52:05.070,30,6326985.0,303165.0,32719,458,512,697,800,1202,1722,1968,2056,2147,2291,2527,1672,5,126,1214,POINT (303165 6326985),0
2022-12-09 14:52:05.070,31,6324645.0,302895.0,32719,404,457,697,928,1292,1768,2016,2136,2286,2202,2478,1599,5,121,1207,POINT (302895 6324645),1
2022-12-09 14:52:05.070,32,6322215.0,300975.0,32719,525,760,1051,1371,1748,2142,2307,2511,2603,2534,2644,1827,5,123,1319,POINT (300975 6322215),0
2022-12-09 14:52:05.070,33,6322935.0,301665.0,32719,512,652,928,1356,1631,1996,2240,2328,2425,2378,3084,2347,5,119,1209,POINT (301665 6322935),0
2022-12-09 14:52:05.070,34,6326145.0,304275.0,32719,278,204,395,345,706,1806,2084,2237,2370,2465,1532,848,4,126,1363,POINT (304275 6326145),0
2022-12-09 14:52:05.070,35,6325365.0,298125.0,32719,560,703,1099,1677,2061,2389,2445,2571,2725,2777,3916,2767,5,87,1464,POINT (298125 6325365),0
2022-12-09 14:52:05.070,36,6324675.0,303135.0,32719,395,470,652,957,1177,1467,1641,1817,1959,2123,2672,1763,5,121,1003,POINT (303135 6324675),1
2022-12-09 14:52:05.070,37,6324015.0,303345.0,32719,560,640,933,1345,1628,2010,2211,2313,2487,2736,3497,2374,5,120,1070,POINT (303345 6324015),0
2022-12-09 14:52:05.070,38,6327435.0,299355.0,32719,669,513,755,967,1254,1795,2076,2294,2443,2813,2898,1840,5,90,1332,POINT (299355 6327435),0
2022-12-09 14:52:05.070,39,6327435.0,304065.0,32719,453,606,869,1440,1769,2061,2374,2695,2977,2772,3734,2224,5,126,1366,POINT (304065 6327435),0
2022-12-09 14:52:05.070,40,6326715.0,300615.0,32719,488,448,668,772,1108,1582,1739,1826,1918,1916,2585,1789,5,123,1232,POINT (300615 6326715),1
2022-12-09 14:52:05.070,41,6322215.0,301935.0,32719,399,411,581,715,1057,1562,1787,1869,2009,1983,2299,1615,5,116,1047,POINT (301935 6322215),0
2022-12-09 14:52:05.070,42,6323775.0,300735.0,32719,534,667,971,1435,1785,2166,2387,2591,2697,2711,2700,1820,5,126,1351,POINT (300735 6323775),0
2022-12-09 14:52:05.070,43,6326985.0,300345.0,32719,570,569,868,1285,1637,1919,2055,2025,2112,2360,3454,2425,5,119,1343,POINT (300345 6326985),0
2022-12-09 14:52:05.070,44,6322335.0,303165.0,32719,555,616,854,1018,1384,1898,2089,2176,2357,2418,2466,1822,5,108,949,POINT (303165 6322335),0
2022-12-09 14:52:05.070,45,6324825.0,303165.0,32719,453,512,766,1123,1379,1647,1841,2016,2160,2320,2773,1838,5,122,1098,POINT (303165 6324825),1
2022-12-09 14:52:05.070,46,6323205.0,299625.0,32719,491,681,1003,1403,1786,2183,2491,2605,2786,2601,3276,2113,5,89,1570,POINT (299625 6323205),1
2022-12-09 14:52:05.070,47,6326085.0,303945.0,32719,654,661,1005,1473,1987,2392,2634,2675,2952,3151,3322,2132,5,126,1445,POINT (303945 6326085),0
2022-12-09 14:52:05.070,48,6324495.0,298425.0,32719,470,780,1118,1517,1842,2500,2779,2960,3131,2692,3161,2088,5,90,1803,POINT (298425 6324495),0
2022-12-09 14:52:05.070,49,6326505.0,299655.0,32719,482,515,819,1077,1590,2309,2602,2700,2859,2931,3194,2138,5,87,1354,POINT (299655 6326505),0
2022-12-09 14:52:05.070,50,6327435.0,304995.0,32719,399,433,633,841,1159,1535,1702,1796,1995,2161,2552,1678,5,122,1176,POINT (304995 6327435),0
2022-12-09 14:52:05.070,51,6326745.0,303105.0,32719,464,517,763,959,1277,1849,2051,2213,2374,2337,2615,1683,5,127,1253,POINT (303105 6326745),0
2022-12-09 14:52:05.070,52,6323055.0,304725.0,32719,459,537,763,1116,1356,1628,1785,1931,2021,2101,2711,1894,5,114,838,POINT (304725 6323055),1
2022-12-09 14:52:05.070,53,6326625.0,299415.0,32719,404,551,836,1220,1600,2226,2492,2624,2709,2723,2981,1996,5,88,1449,POINT (299415 6326625),0
2022-12-09 14:52:05.070,54,6324105.0,303435.0,32719,466,505,756,1053,1475,2016,2250,2427,2685,2693,3025,2014,5,120,1200,POINT (303435 6324105),0
2022-12-09 14:52:05.070,55,6326205.0,302685.0,32719,514,521,745,1023,1331,1577,1690,1773,1847,2098,3050,2125,5,124,1345,POINT (302685 6326205),1
2022-12-09 14:52:05.070,56,6326085.0,300465.0,32719,617,1160,1973,2921,3008,3317,3474,3621,3400,2267,4462,3150,5,124,1566,POINT (300465 6326085),1
2022-12-09 14:52:05.070,57,6325695.0,301545.0,32719,327,349,522,523,863,1479,1681,1778,1862,1867,1992,1299,4,125,1197,POINT (301545 6325695),1
2022-12-09 14:52:05.070,58,6327105.0,298395.0,32719,468,537,770,1118,1471,1759,1992,2159,2365,2406,3713,2342,5,90,1459,POINT (298395 6327105),0
2022-12-09 14:52:05.070,59,6324825.0,301275.0,32719,391,498,760,975,1300,1770,1929,2138,2282,2206,2410,1563,5,126,1398,POINT (301275 6324825),1
2022-12-09 14:52:05.070,60,6325575.0,298515.0,32719,564,503,757,970,1464,2121,2446,2541,2703,2677,2883,1883,5,86,1294,POINT (298515 6325575),0
2022-12-09 14:52:05.070,61,6324165.0,304425.0,32719,491,537,810,1197,1507,1813,1998,2126,2319,2383,2653,1783,5,119,1128,POINT (304425 6324165),0
2022-12-09 14:52:05.070,62,6327135.0,301995.0,32719,779,810,1166,1753,2216,2696,2871,2961,3138,3155,4219,2892,5,126,1424,POINT (301995 6327135),0
2022-12-09 14:52:05.070,63,6327345.0,300045.0,32719,410,567,815,1098,1485,1887,2066,2102,2230,2245,3180,2163,5,122,1462,POINT (300045 6327345),0
2022-12-09 14:52:05.070,64,6326955.0,298035.0,32719,469,481,690,886,1341,1792,2071,2181,2420,2319,3117,1989,5,90,1487,POINT (298035 6326955),0
2022-12-09 14:52:05.070,65,6322395.0,298485.0,32719,436,672,973,1132,1466,2088,2294,2409,2541,2540,2196,1425,5,91,1664,POINT (298485 6322395),0
2022-12-09 14:52:05.070,66,6326475.0,305055.0,32719,317,206,389,343,808,1745,2067,2129,2262,2265,1780,1083,4,124,1382,POINT (305055 6326475),0
2022-12-09 14:52:05.070,67,6323895.0,299535.0,32719,321,333,571,557,996,2262,2623,2863,2908,2781,1876,1028,4,90,1646,POINT (299535 6323895),1
2022-12-09 14:52:05.070,68,6324585.0,300075.0,32719,524,479,711,953,1287,1801,2042,2250,2452,2469,3169,1832,5,128,1406,POINT (300075 6324585),1
2022-12-09 14:52:05.070,69,6322785.0,299805.0,32719,431,483,700,963,1232,1664,1882,1928,2129,2294,2596,1662,5,89,1381,POINT (299805 6322785),0
2022-12-09 14:52:05.070,70,6322155.0,299355.0,32719,419,423,623,733,1082,1633,1794,1885,2035,2001,2402,1580,5,88,1277,POINT (299355 6322155),0
2022-12-09 14:52:05.070,71,6322755.0,300915.0,32719,434,537,799,1149,1429,1807,2027,2228,2399,2258,2916,1895,5,124,1253,POINT (300915 6322755),0
2022-12-09 14:52:05.070,72,6324735.0,305025.0,32719,361,531,818,1207,1503,2025,2302,2513,2707,2545,2854,1746,5,123,1298,POINT (305025 6324735),0
2022-12-09 14:52:05.070,73,6324555.0,301245.0,32719,454,463,696,803,1112,1698,1919,2062,2158,2180,2457,1601,5,125,1236,POINT (301245 6324555),1
2022-12-09 14:52:05.070,74,6323775.0,299865.0,32719,454,495,747,1033,1402,1784,2058,2143,2391,2615,3019,1912,5,90,1332,POINT (299865 6323775),1
2022-12-09 14:52:05.070,75,6327345.0,299115.0,32719,510,617,892,1114,1524,2110,2370,2524,2612,2558,2812,1758,5,90,1556,POINT (299115 6327345),0
2022-12-09 14:52:05.070,76,6326565.0,303045.0,32719,462,707,977,1370,1613,1976,2219,2255,2369,2381,2867,1999,5,127,1429,POINT (303045 6326565),1
2022-12-09 14:52:05.070,77,6322875.0,300735.0,32719,459,481,682,891,1144,1493,1649,1773,1914,1966,2582,1821,5,125,1200,POINT (300735 6322875),0
2022-12-09 14:52:05.070,78,6325425.0,299595.0,32719,781,804,1130,1582,2089,2364,2410,2336,2467,2587,3754,2740,5,86,1325,POINT (299595 6325425),1
2022-12-09 14:52:05.070,79,6326235.0,297975.0,32719,490,613,890,1342,1572,1991,2282,2515,2621,2567,3293,2179,5,89,1440,POINT (297975 6326235),0
2022-12-09 14:52:05.070,80,6323895.0,298305.0,32719,431,516,769,1140,1458,1753,1996,2125,2314,2407,2815,1789,5,91,1438,POINT (298305 6323895),1
2022-12-09 14:52:05.070,81,6324345.0,298815.0,32719,500,583,850,1175,1491,1983,2197,2369,2556,2333,3075,2007,5,89,1560,POINT (298815 6324345),1
2022-12-09 14:52:05.070,82,6326295.0,298965.0,32719,428,403,570,719,939,1281,1448,1530,1677,2110,2276,1545,5,88,1133,POINT (298965 6326295),0
2022-12-09 14:52:05.070,83,6326835.0,303525.0,32719,418,564,799,1147,1440,1769,1903,2106,2257,2254,2922,1947,5,125,1232,POINT (303525 6326835),1
2022-12-09 14:52:05.070,84,6322635.0,304485.0,32719,465,515,740,931,1242,1622,1805,1822,1980,2262,2296,1645,5,114,834,POINT (304485 6322635),1
2022-12-09 14:52:05.070,85,6327525.0,303645.0,32719,437,521,749,1035,1224,1553,1711,1856,1957,2096,2802,1994,5,126,1271,POINT (303645 6327525),1
2022-12-09 14:52:05.070,86,6327045.0,300615.0,32719,414,438,638,780,1067,1516,1620,1756,1897,2069,2582,1786,5,120,1331,POINT (300615 6327045),1
2022-12-09 14:52:05.070,87,6322995.0,300345.0,32719,486,581,899,1467,1817,2020,2218,2392,2579,2599,3670,2493,5,127,1425,POINT (300345 6322995),0
2022-12-09 14:52:05.070,88,6322545.0,300825.0,32719,447,525,791,1205,1491,1731,1935,2101,2221,2284,2838,1831,5,124,1125,POINT (300825 6322545),0
2022-12-09 14:52:05.070,89,6326925.0,304815.0,32719,315,303,470,474,830,1381,1579,1632,1739,1611,1944,1316,4,119,1146,POINT (304815 6326925),0
2022-12-09 14:52:05.070,90,6325215.0,304035.0,32719,546,788,1120,1647,2028,2365,2586,2908,3047,2722,3993,2694,5,124,1337,POINT (304035 6325215),0
2022-12-09 14:52:05.070,91,6325785.0,298815.0,32719,568,882,1348,1991,2271,2687,2790,2902,2864,2825,4181,2928,5,87,1319,POINT (298815 6325785),0
2022-12-09 14:52:05.070,92,6323235.0,302205.0,32719,472,519,737,944,1282,1802,1956,2141,2253,2277,2704,1928,5,117,1055,POINT (302205 6323235),0
2022-12-09 14:52:05.070,93,6322995.0,300345.0,32719,486,581,899,1467,1817,2020,2218,2392,2579,2599,3670,2493,5,127,1425,POINT (300345 6322995),0
2022-12-09 14:52:05.070,94,6322335.0,304095.0,32719,540,774,1034,1274,1633,2177,2414,2546,2638,2512,2870,2186,5,108,974,POINT (304095 6322335),0
2022-12-09 14:52:05.070,95,6324435.0,299175.0,32719,384,461,674,851,1186,1614,1857,1938,2084,2202,2592,1650,5,88,1320,POINT (299175 6324435),1
2022-12-09 14:52:05.070,96,6323535.0,299955.0,32719,415,399,651,779,1170,1781,1992,2176,2333,2459,2371,1483,4,90,1453,POINT (299955 6323535),0
2022-12-09 14:52:05.070,97,6327285.0,303555.0,32719,355,427,664,950,1292,1537,1720,1817,1990,1984,2553,1646,5,125,1219,POINT (303555 6327285),1
2022-12-09 14:52:05.070,98,6326415.0,302145.0,32719,420,388,558,675,916,1331,1494,1607,1724,1955,2147,1459,5,125,1084,POINT (302145 6326415),1
2022-12-09 14:52:05.070,99,6325695.0,304305.0,32719,356,429,663,921,1259,1803,2030,2158,2221,2317,2293,1492,5,126,1364,POINT (304305 6325695),0
2022-12-14 14:52:02.571,0,6327645.0,299625.0,32719,481,540,747,820,1248,2024,2306,2468,2601,2679,2529,1669,4,112,1306,POINT (299625 6327645),0
2022-12-14 14:52:02.571,1,6323535.0,299985.0,32719,449,650,873,1237,1567,1915,2167,2333,2489,2455,3001,1948,5,112,1254,POINT (299985 6323535),0
2022-12-14 14:52:02.571,2,6324855.0,298305.0,32719,368,431,549,569,860,1686,1945,2053,2266,2463,2007,1262,4,112,1212,POINT (298305 6324855),0
2022-12-14 14:52:02.571,3,6326835.0,300195.0,32719,616,709,952,1263,1626,2149,2411,2499,2563,2506,3072,2154,5,139,1153,POINT (300195 6326835),0
2022-12-14 14:52:02.571,4,6322815.0,299055.0,32719,518,715,948,1374,1638,1913,2147,2364,2483,2657,3308,2110,5,112,1137,POINT (299055 6322815),0
2022-12-14 14:52:02.571,5,6323715.0,303975.0,32719,488,611,813,1142,1415,1750,1931,2160,2271,2405,3020,2155,5,133,918,POINT (303975 6323715),1
2022-12-14 14:52:02.571,6,6327225.0,302835.0,32719,538,711,983,1338,1784,2163,2363,2606,2683,2643,3477,2432,5,143,1188,POINT (302835 6327225),0
2022-12-14 14:52:02.571,7,6324705.0,299505.0,32719,437,541,675,792,1081,1480,1683,1788,1871,2009,2484,1750,5,110,1203,POINT (299505 6324705),1
2022-12-14 14:52:02.571,8,6323625.0,298545.0,32719,531,643,913,1360,1638,2018,2283,2514,2619,2849,3207,2030,5,112,1128,POINT (298545 6323625),1
2022-12-14 14:52:02.571,9,6325485.0,304605.0,32719,477,845,1123,1600,1856,2650,3045,3398,3421,3203,3316,2124,5,141,1201,POINT (304605 6325485),0
2022-12-14 14:52:02.571,10,6327345.0,300345.0,32719,580,606,791,975,1291,1839,2067,2167,2259,2179,2605,1822,5,139,1219,POINT (300345 6327345),0
2022-12-14 14:52:02.571,11,6322665.0,301815.0,32719,462,574,750,1147,1381,1636,1812,1991,2055,2143,2879,2065,5,132,888,POINT (301815 6322665),0
2022-12-14 14:52:02.571,12,6327525.0,303465.0,32719,455,605,808,1115,1422,1752,1902,2047,2139,2129,2969,2145,5,142,1194,POINT (303465 6327525),0
2022-12-14 14:52:02.571,13,6325035.0,298935.0,32719,665,770,962,1241,1602,2121,2332,2362,2582,2577,3288,2335,5,108,1128,POINT (298935 6325035),0
2022-12-14 14:52:02.571,14,6322215.0,299625.0,32719,451,635,872,1328,1657,1905,2069,2237,2324,2308,3010,2176,5,109,1140,POINT (299625 6322215),0
2022-12-14 14:52:02.571,15,6323535.0,304725.0,32719,407,630,869,1269,1549,1838,1990,2177,2268,2215,2924,2047,5,132,898,POINT (304725 6323535),0
2022-12-14 14:52:02.571,16,6326265.0,299445.0,32719,466,548,758,1082,1446,1836,2079,2171,2355,2477,3111,2186,5,109,1054,POINT (299445 6326265),0
2022-12-14 14:52:02.571,17,6327195.0,304305.0,32719,502,693,922,1290,1576,1889,2118,2368,2448,2416,2851,1948,5,140,1190,POINT (304305 6327195),1
2022-12-14 14:52:02.571,18,6324885.0,302745.0,32719,439,662,868,1224,1445,1745,1980,2138,2192,2053,2794,1967,5,138,1001,POINT (302745 6324885),1
